,path,sentence,mfcc
894,common_voice_id_19816971.mp3,Kenapa dia ada di sini?,"[[-7.04455532e+01  1.71663703e-06 -2.34068192e-07 ... -6.37437838e-07
  -6.61238606e-07 -3.78768419e-07]
 [-7.04443777e+01  6.67117280e-04  3.38971877e-04 ... -1.57870187e-05
  -1.69040674e-05  9.45372703e-05]
 [-5.23019886e+01  6.23073492e+00  2.79154243e+00 ...  9.31039066e-02
   1.31326905e-01  3.95206799e-02]
 ...
 [-3.71640014e+01  7.61876099e+00  3.82301530e+00 ...  3.59455481e-01
   1.65755081e-01  2.90512391e-01]
 [-3.61738874e+01  6.46867992e+00  3.59864847e+00 ...  4.15792693e-01
  -4.20114590e-01 -2.86970236e-01]
 [-5.05986642e+01  5.58408209e+00  2.70690321e+00 ... -2.34755611e-02
  -1.01838221e-01 -9.38886400e-02]]"
895,common_voice_id_19816972.mp3,Pada pukul berapa kamu bangun pagi ini?,"[[-7.04453256e+01  8.28344701e-05 -3.66714713e-05 ...  4.51875919e-05
  -8.38616619e-06 -3.10417797e-05]
 [-7.02179450e+01  9.25590582e-02 -3.16393746e-02 ... -3.30888437e-02
  -1.42739664e-03  2.17122990e-02]
 [-1.91857496e+01  5.75972879e+00  1.69783345e+00 ... -4.25296429e-01
  -3.59899855e-01 -2.10175739e-01]
 ...
 [-3.24576693e+01  8.39214770e+00  5.52870023e+00 ...  7.40830683e-01
   5.97337422e-01  1.77188779e-01]
 [-1.74085565e+01  5.35289948e+00  1.98817688e+00 ...  5.12488743e-01
   4.44839672e-01  1.20754411e-01]
 [-2.16200542e+01  4.77835610e+00  1.42254743e+00 ...  9.68716148e-03
  -1.36575629e-02 -1.96282164e-01]]"
896,common_voice_id_19816973.mp3,Tom berjalan di sepanjang tepi pantai.,"[[-7.04455561e+01 -3.64718182e-07 -3.86778835e-08 ... -6.87892780e-08
  -2.35674412e-07  1.07852187e-07]
 [-7.04175682e+01  1.35437049e-02  7.49681886e-03 ...  3.83913975e-04
   3.03954099e-03  2.26150346e-03]
 [-4.58077555e+01  3.76621313e+00  6.52980035e-01 ...  1.16565569e-01
  -4.56422205e-01 -6.76093894e-01]
 ...
 [-4.18344444e+01  5.29574960e+00  2.30291220e+00 ... -2.20909480e-01
   1.14154273e-01 -1.57860587e-01]
 [-4.43166851e+01  3.98144818e+00  2.71253901e+00 ... -3.54474804e-01
   6.21892198e-01  4.77183574e-01]
 [-5.18563181e+01  3.93480808e+00  1.64841740e+00 ... -1.93099147e-01
  -1.23089778e-02  2.12289440e-01]]"
897,common_voice_id_19816974.mp3,Cara terbaik agar mimpimu menjadi kenyataan adalah bangun.,"[[-7.04455563e+01 -2.27438372e-07 -3.50138640e-08 ... -1.78703634e-07
   1.51558933e-08  2.69909526e-09]
 [-7.04326362e+01  2.65943954e-03 -4.66691744e-03 ... -1.64115465e-03
  -1.22069824e-03 -1.81509397e-03]
 [-4.14817723e+01  5.74820945e+00  2.29985625e+00 ... -9.86763305e-02
  -1.02370929e-01 -2.01096900e-01]
 ...
 [-3.24348090e+01  5.13596003e+00  2.01118493e+00 ... -2.08542047e-01
  -1.27650246e-01 -2.68662384e-01]
 [-3.83168458e+01  4.41942297e+00  1.45623630e+00 ... -1.53833066e-01
  -4.88353653e-02 -1.98116839e-01]
 [-7.03564317e+01  4.27672344e-02  2.72008851e-02 ... -1.15198962e-02
  -3.73073105e-03 -3.45938641e-04]]"
898,common_voice_id_19816975.mp3,Dia bekerja dengan keras.,"[[-7.04455563e+01  6.95169802e-08 -7.70029751e-07 ... -1.34259553e-07
   7.22668388e-08  1.77140362e-07]
 [-7.04431617e+01  9.11563175e-04 -1.37136131e-04 ... -7.10198439e-05
   1.66304931e-04  3.31001909e-04]
 [-5.54382665e+01  4.03268248e+00  7.25741407e-01 ...  5.54795337e-01
   3.12364667e-01 -2.54979001e-01]
 ...
 [-3.96872423e+01  6.25946832e+00  2.61466029e+00 ... -1.72552770e-01
  -6.51106752e-02 -5.93009959e-01]
 [-2.99914679e+01  6.01762202e+00  2.42729262e+00 ... -3.46224720e-02
   4.70483543e-01  3.60256332e-01]
 [-3.43305975e+01  4.39632742e+00  1.13917039e+00 ... -1.22879307e-02
   1.34629140e-03 -2.46639709e-01]]"
899,common_voice_id_19816976.mp3,Tidak boleh menggunakan pisau karena berbahaya.,"[[-7.04453348e+01 -3.99282569e-05  1.24338393e-05 ... -6.26981939e-06
   2.69645849e-05 -4.06227591e-06]
 [-7.03439609e+01 -1.79459599e-02 -1.14688828e-02 ...  2.02915927e-03
  -3.59892429e-03 -4.25674134e-03]
 [-6.08187746e+01  1.63151764e+00  5.10300894e-01 ...  2.01236720e-02
  -2.86308691e-01  1.20936278e-01]
 ...
 [-3.19844248e+01  9.79014815e+00  5.26657155e+00 ... -9.87947150e-01
  -6.76628581e-01 -6.09263619e-01]
 [-3.37716529e+01  9.92245783e+00  4.03467490e+00 ... -4.56000228e-01
  -1.45821477e-02 -2.93821090e-01]
 [-4.49061136e+01  1.01024424e+01  3.04787887e+00 ... -1.83348730e-01
  -1.54367664e-01 -4.27122745e-02]]"
900,common_voice_id_19816977.mp3,Tolong jangan merokok di ruangan ini.,"[[-7.04455365e+01 -9.14055911e-07 -7.19332914e-06 ...  3.22101171e-06
  -1.67290614e-06 -2.61808659e-06]
 [-7.03581692e+01  2.49563129e-02 -2.79592130e-02 ... -6.16582834e-04
   1.49033713e-02  1.50805755e-02]
 [-2.63269579e+01  3.93869559e+00  1.88493575e-01 ... -2.09089276e-01
  -2.39335070e-01 -2.13102523e-01]
 ...
 [-3.38605937e+01  9.22586335e+00  4.07097576e+00 ...  2.78609933e-01
  -4.14885499e-01 -6.22195367e-01]
 [-2.17457736e+01  6.91674535e+00  3.19125735e+00 ... -4.22715837e-01
  -1.33494938e-01 -4.60010522e-02]
 [-2.40669091e+01  5.76158157e+00  2.32922356e+00 ... -5.79908469e-02
  -2.58880311e-02 -1.53998541e-01]]"
901,common_voice_id_19816978.mp3,"Ya, nama saya adalah Karen Smith.","[[-7.04455572e+01 -8.32747501e-08 -4.13787269e-08 ... -2.66023123e-08
   1.62010984e-08  5.73771808e-08]
 [-7.04430464e+01  8.12959515e-04 -6.92340366e-04 ... -7.11694080e-04
  -6.81243463e-04  9.97432306e-05]
 [-4.70850254e+01  6.47828553e+00  2.88527667e+00 ... -7.12626713e-01
  -4.27758503e-01  2.05476931e-01]
 ...
 [-3.74851251e+01  7.91740485e+00  4.11390349e+00 ... -3.80174787e-01
   9.43987101e-02  4.59737577e-02]
 [-2.70126662e+01  6.48152543e+00  2.74622411e+00 ... -4.21689733e-02
   3.28645982e-03 -2.20585729e-01]
 [-2.31749899e+01  5.68046031e+00  2.02870524e+00 ... -2.40562329e-01
  -2.25298444e-01 -3.07553665e-01]]"
902,common_voice_id_19816979.mp3,"Dibawah suratnya dia menulis, ""dengan hormat"", dan kemudian menandatangani dengan namanya.","[[-7.04451192e+01 -2.40102682e-05 -1.35953705e-04 ...  1.29833672e-05
  -3.37468253e-05  7.41905679e-05]
 [-7.02733530e+01  4.62558568e-02  8.64256232e-02 ... -3.19948060e-02
  -3.17120273e-02 -3.85477307e-02]
 [-5.76168212e+01  4.17942544e+00  3.14985235e+00 ... -1.26763583e-01
  -2.70112878e-01 -4.24096887e-01]
 ...
 [-4.11866946e+01  6.42853226e+00  3.05318848e+00 ...  5.48214058e-01
   2.71118477e-01  2.49670642e-01]
 [-3.89638101e+01  7.31954583e+00  3.40144071e+00 ...  4.76810398e-01
   3.20194109e-01 -2.54354650e-02]
 [-4.39301059e+01  6.86017628e+00  2.76637882e+00 ...  8.75405886e-02
   4.88155306e-01 -8.77850137e-02]]"
903,common_voice_id_19816980.mp3,Aku datang ke Jepang tahun lalu.,"[[-7.04455430e+01  2.25501189e-06  7.40657855e-07 ...  2.00562546e-07
  -7.16497756e-07  7.63622101e-07]
 [-7.04079496e+01  7.79853180e-03 -3.80474781e-03 ...  7.34787075e-04
   9.17741873e-04  2.00376285e-03]
 [-3.27701074e+01  4.18067694e+00  1.09626360e+00 ... -1.85937847e-01
  -5.28752757e-02 -1.47903226e-01]
 ...
 [-1.54366846e+01  4.94709662e+00  1.95720137e+00 ... -1.64700249e-02
  -4.47217009e-02 -3.16946322e-01]
 [-2.40166594e+01  4.29839983e+00  1.19217537e+00 ... -2.90379923e-01
  -1.96863395e-01 -2.50736938e-01]
 [-6.69104327e+01  2.03314530e+00  1.35528109e+00 ... -2.09738063e-01
  -3.23343350e-01 -2.67335111e-01]]"
904,common_voice_id_19816981.mp3,Kemarin siang saya pergi ke kedai kopi bersama dengan Pak Kimura.,"[[-7.04454494e+01  4.74183614e-05  2.67801845e-06 ... -1.18391721e-05
  -7.67816346e-06  3.96598363e-06]
 [-6.98661389e+01  2.82775204e-01 -6.30173436e-04 ... -1.04407526e-01
  -1.71695805e-01 -1.30662175e-01]
 [-2.75137718e+01  6.41418825e+00  2.11449727e+00 ... -1.50777107e-01
  -7.55039645e-02 -3.66523255e-01]
 ...
 [-4.32609541e+01  4.71382209e+00  2.18378204e+00 ... -1.81379989e-02
  -6.18029538e-01  5.92130293e-01]
 [-4.33106281e+01  3.93283448e+00  9.03766071e-01 ... -4.92674830e-02
  -8.32131876e-02  1.48940746e-01]
 [-4.60144387e+01  4.01095682e+00  8.79675701e-01 ... -4.63250594e-01
  -1.51474010e-02 -3.81827593e-01]]"
905,common_voice_id_19816982.mp3,Buku ini membosankan.,"[[-7.04449233e+01  1.07536282e-04 -4.53853608e-05 ... -4.10017199e-05
  -8.13392856e-05 -9.52817805e-05]
 [-6.71806925e+01  2.04720864e+00  1.89471241e+00 ... -3.51769874e-01
  -3.24779570e-01 -3.35480090e-01]
 [-5.50709960e+01  4.46004833e+00  2.94785238e+00 ... -5.67939857e-01
  -9.08599854e-03 -5.05904097e-01]
 ...
 [-1.79504476e+01  6.78302821e+00  2.60060050e+00 ... -3.25906083e-01
  -5.31862597e-01 -7.82032362e-01]
 [-1.14064415e+01  4.74394525e+00  1.59732253e+00 ...  5.47883653e-01
  -2.60107165e-01 -7.06530051e-01]
 [-2.47366144e+01  4.35069497e+00  8.43367843e-01 ... -8.70246545e-02
  -2.04261755e-03 -8.32412714e-02]]"
906,common_voice_id_19816983.mp3,"Ketika semua anggota grup terhening, seseorang harus mencairkan suasana.","[[-7.04455519e+01 -4.94938477e-08 -5.15557981e-07 ...  1.89432921e-07
  -6.56002628e-07 -3.58337653e-08]
 [-7.04133811e+01  8.10557216e-03 -6.34772305e-03 ... -4.59756660e-03
   2.14130983e-03  2.10968769e-03]
 [-3.24798410e+01  5.91905207e+00  2.69263835e+00 ... -2.33538122e-01
  -1.51215650e-01 -2.37404533e-01]
 ...
 [-4.32981692e+01  4.93667597e+00  2.29625724e+00 ... -1.70653301e-01
  -6.43936399e-01 -3.78892166e-01]
 [-4.44355022e+01  4.36959107e+00  1.42798065e+00 ... -1.34740077e-01
  -1.09752820e-01 -2.17187986e-01]
 [-5.13599878e+01  4.10468846e+00  1.22931338e+00 ... -2.55286844e-01
   3.59532777e-01  1.19475825e-01]]"
907,common_voice_id_19816984.mp3,"Kalau membaca buku di tempat gelap, penglihatan akan menjadi buruk.","[[-7.04455566e+01 -1.03193968e-07 -1.52810865e-07 ...  2.67219559e-07
   7.30785484e-09 -1.03232876e-07]
 [-7.03835145e+01  3.51141611e-02  2.14015697e-02 ...  6.18899896e-04
   4.50138129e-03  2.58405712e-03]
 [-4.09585201e+01  4.74994335e+00  1.78158307e+00 ... -2.78166686e-01
  -2.66906276e-01 -2.13366234e-01]
 ...
 [-2.31697011e+01  8.37313491e+00  3.89655315e+00 ... -6.86686214e-02
  -2.52648339e-01 -5.42963353e-02]
 [-2.01740799e+01  4.63595891e+00  1.97355727e+00 ... -2.84231658e-01
  -8.66881650e-01 -6.36529027e-01]
 [-3.42847489e+01  3.77836701e+00  1.00854328e+00 ... -2.61480084e-01
  -3.24861595e-01 -3.95596398e-01]]"
908,common_voice_id_19816985.mp3,"Sudah lima tahun berlalu, semenjak mereka datang ke Jepang.","[[-7.04455569e+01 -1.15844894e-07 -1.33216414e-07 ... -7.49135372e-09
  -1.47268130e-07  2.37398457e-08]
 [-7.04330292e+01  2.44719974e-03 -2.76475461e-03 ... -1.95204780e-03
   7.65782216e-04  3.81016982e-05]
 [-4.03047024e+01  5.15719955e+00  1.53639155e+00 ... -2.25086662e-01
  -2.92470864e-01 -3.70922986e-01]
 ...
 [-4.29086692e+01  5.24765116e+00  2.12276804e+00 ... -1.08902340e+00
  -1.06474209e+00 -5.18439372e-01]
 [-4.51680717e+01  5.32343760e+00  2.37301828e+00 ... -1.65145602e-01
  -7.77216429e-01 -4.36356250e-01]
 [-6.16271853e+01  2.68200202e+00  1.43424563e+00 ... -9.32730275e-02
  -4.54727699e-01 -4.02916934e-01]]"
909,common_voice_id_19816986.mp3,Celanaku sangat longgar karena berat badanku turun.,"[[-7.04455521e+01  1.20257316e-07 -9.90890664e-07 ...  3.54967340e-07
  -5.94364586e-07 -5.17896868e-07]
 [-7.01952209e+01  3.54632675e-02 -8.52757189e-02 ... -8.56960602e-03
   4.21573075e-02 -4.36239281e-02]
 [-2.72167228e+01  4.03348368e+00  1.14486602e+00 ... -2.30973142e-01
  -1.28371272e-01 -1.48306076e-01]
 ...
 [-1.44563678e+01  1.42419647e+01  4.13005734e+00 ... -4.90012955e-01
  -3.57400112e-01 -4.19265779e-01]
 [-7.68137538e+00  7.86228995e+00  3.41477766e+00 ... -5.05855621e-01
  -3.40645895e-01 -3.76127511e-01]
 [ 5.24863952e-01  5.02948586e+00  1.88127809e+00 ... -4.75364314e-01
  -4.70923727e-01 -4.16027376e-01]]"
910,common_voice_id_19816987.mp3,Malam ini saya bertemu dengan Pak Kimura di stasiun.,"[[-7.04455571e+01 -6.20099458e-08 -1.03949703e-08 ...  4.85083309e-08
   1.38220497e-08 -1.97461294e-09]
 [-7.04430080e+01  7.73245302e-04 -5.64632115e-04 ... -7.21660797e-04
   1.12536929e-04  5.75224544e-04]
 [-5.16610982e+01  4.38609365e+00  1.54705763e+00 ... -6.46721845e-01
  -4.56393024e-01 -3.23600189e-01]
 ...
 [-1.86410825e+01  9.37305454e+00  4.43223699e+00 ... -2.56485800e-01
  -4.47623699e-01 -4.99111013e-01]
 [ 2.18229983e+00  5.68402186e+00  1.92814529e+00 ...  1.87527333e-01
   6.27125307e-02 -4.40874272e-02]
 [-1.39976039e+00  5.42954908e+00  1.64806978e+00 ... -1.53331183e-01
  -1.23584220e-01 -1.40379112e-01]]"
911,common_voice_id_19816988.mp3,Terima kasih atas segalanya.,"[[-7.04455365e+01 -2.16643649e-06 -3.40198365e-06 ... -7.66105532e-07
   1.04673747e-06 -1.96312953e-07]
 [-7.01177466e+01  1.68248974e-01  4.98685820e-02 ...  2.49332087e-02
   2.34810706e-02 -2.38831934e-02]
 [-2.64692900e+01  3.94997735e+00  1.19879834e+00 ... -2.49708883e-01
  -6.06839715e-02 -2.47907369e-01]
 ...
 [-1.39856391e+01  4.84246619e+00  2.04684568e+00 ...  1.85459629e-01
  -5.55624089e-02 -7.25670842e-02]
 [-1.50867664e+01  4.22592100e+00  1.55734701e+00 ... -7.02001520e-02
  -2.73625966e-01 -2.62886536e-01]
 [-5.79178830e+01  1.20185637e+00  1.73427365e+00 ...  3.74164969e-01
   2.79596643e-01  1.37672897e-01]]"
912,common_voice_id_19816989.mp3,Saya sedang mencoba menghafalkan nama-nama rasi bintang,"[[-7.04455425e+01  7.88804572e-07  1.05906554e-06 ... -3.24554135e-06
  -2.68544106e-06  2.75913826e-07]
 [-7.04407707e+01  1.26309002e-03 -1.09820644e-03 ...  2.62182364e-04
   2.84909437e-04 -6.19837872e-05]
 [-3.43796301e+01  4.06722123e+00  6.13180395e-01 ... -6.61492131e-01
  -1.45491803e-01 -1.89823378e-01]
 ...
 [-6.98466531e+00  7.32557797e+00  2.50584933e+00 ...  6.24082135e-01
  -9.62302553e-02 -5.53487206e-01]
 [-2.15107161e+01  4.62870569e+00  1.19487871e+00 ... -2.97922890e-01
  -2.40367454e-01 -2.28602250e-01]
 [-7.02865956e+01 -7.72035319e-03 -2.30232444e-02 ...  3.27972658e-02
  -5.66664534e-03 -1.17651345e-02]]"
913,common_voice_id_19816990.mp3,Kecepatan pesawat jauh lebih tinggi daripada helikopter.,"[[-7.04455573e+01 -1.05179255e-07 -1.77149365e-07 ...  1.16401504e-08
  -5.13950818e-08 -2.82137657e-08]
 [-7.04385312e+01  9.91821001e-04 -3.57912844e-04 ...  1.38094410e-05
  -1.78711616e-03 -6.07439878e-04]
 [-4.87842623e+01  3.62390270e+00  6.24309872e-01 ... -1.72599640e-01
  -4.94435727e-02 -5.49909872e-02]
 ...
 [-3.49061101e+01  8.38354705e+00  4.63819806e+00 ...  3.93303584e-01
  -3.11780434e-01 -1.15089302e-01]
 [-3.59627738e+01  7.83213478e+00  3.79490520e+00 ...  5.46495754e-01
  -2.37592320e-01 -2.50005700e-01]
 [-5.52066034e+01  3.30439902e+00  8.92756586e-01 ...  4.15803165e-01
   3.12825068e-01  3.58904424e-01]]"
914,common_voice_id_19816991.mp3,Bob biasanya tidur jam sepuluh.,"[[-7.04455559e+01 -4.32162489e-07 -2.58004553e-07 ... -2.46131094e-08
  -1.02039575e-07  1.14406240e-07]
 [-7.04367679e+01 -3.26085989e-04 -3.67974491e-03 ... -7.67826082e-05
  -1.56703439e-03 -5.62361280e-04]
 [-4.33116253e+01  3.81532037e+00  8.90104587e-01 ... -2.67376556e-01
  -2.14400723e-02 -2.63219320e-01]
 ...
 [-3.07739926e+01  4.74709606e+00  1.48489117e+00 ... -9.01932366e-01
  -9.26157720e-01 -1.02760262e+00]
 [-2.61613052e+01  4.77008360e+00  1.67073131e+00 ... -2.72690725e-01
  -2.51813600e-01 -2.41630936e-01]
 [-4.86153442e+01  3.79801000e+00  9.91424805e-01 ... -1.42444313e-01
  -9.64944161e-03 -3.91459652e-02]]"
915,common_voice_id_19816992.mp3,Istri saya segera pulang.,"[[-7.04455579e+01  1.37693024e-10  2.80769117e-10 ... -9.65337466e-11
  -1.84973368e-10 -1.93016389e-10]
 [-7.04455502e+01  1.48493453e-06  2.33771738e-07 ... -6.78479872e-07
  -1.00599726e-07  9.72052010e-08]
 [-6.36380084e+01  2.84506261e+00  1.87958972e+00 ... -5.84887127e-01
  -1.75748549e-01  8.50034733e-02]
 ...
 [-3.88554310e+01  6.41448154e+00  2.98290383e+00 ...  1.13473588e+00
   7.32134789e-01  2.86281936e-01]
 [-4.50078400e+01  6.75048298e+00  3.21776569e+00 ...  2.33513782e-01
   1.80844220e-01 -4.37851448e-01]
 [-6.25182686e+01  4.03827054e+00  2.49906743e+00 ...  3.42942089e-02
  -1.95677001e-01 -3.09339895e-02]]"
916,common_voice_id_19816993.mp3,Saya tidak tahu apakah besok hujan atau tidak.,"[[-7.04455573e+01  2.53894995e-07  8.00932341e-08 ... -3.76459980e-10
  -6.17199699e-08 -7.90618571e-08]
 [-7.04446841e+01  4.16550724e-04 -1.98612442e-05 ...  5.06388669e-05
   3.47851575e-05 -8.31245202e-06]
 [-6.10500943e+01  3.17027760e+00  8.58992514e-02 ...  3.50896982e-01
   4.51448433e-02  1.71569355e-02]
 ...
 [-4.00829548e+01  7.11358582e+00  4.42317161e+00 ... -1.58156893e-01
  -4.23678403e-01  2.74097804e-02]
 [-2.79241972e+01  6.55553816e+00  3.26915772e+00 ... -5.73089933e-01
  -3.92878239e-01 -2.25435528e-01]
 [-2.53922179e+01  4.97767220e+00  1.96436169e+00 ... -2.72513963e-01
  -1.63162730e-01 -8.91382170e-02]]"
917,common_voice_id_19816994.mp3,Lebih baik untuk saya tidak pergi.,"[[-7.04455562e+01  5.94736606e-08  5.69155245e-09 ... -1.85406041e-07
  -4.25469467e-08  2.18743735e-09]
 [-7.04265656e+01  9.20853585e-03  5.32188467e-03 ... -5.68436391e-03
  -2.30083186e-03 -5.34759171e-04]
 [-3.91701082e+01  5.10438241e+00  1.63879109e+00 ... -5.54707962e-01
  -4.52389001e-01 -4.95545499e-01]
 ...
 [-1.75912801e+01  1.29758297e+01  4.07466714e+00 ... -5.34954239e-01
   1.37115124e-01  6.01643201e-02]
 [-8.00424028e+00  8.38212508e+00  4.03924278e+00 ... -4.08235261e-01
  -3.34728986e-01 -4.84844670e-01]
 [-2.26976721e-01  5.04703027e+00  2.03806291e+00 ... -3.38989705e-01
  -3.22216376e-01 -1.80457716e-01]]"
918,common_voice_id_19816995.mp3,Saya akan membeli baju berwarna kuning,"[[-7.04455394e+01  3.25910092e-06 -1.20422866e-06 ...  1.04390993e-06
   2.25731001e-06  1.72176968e-06]
 [-7.00877806e+01  7.45917115e-02 -1.04188976e-01 ... -5.05423072e-02
  -9.72303432e-03 -3.00836998e-02]
 [-2.49616125e+01  5.29936855e+00  1.53301361e+00 ... -6.05979108e-02
  -6.08851401e-02 -1.06319736e-01]
 ...
 [-4.13816194e+01  4.15213241e+00  1.57611691e+00 ... -9.31280068e-01
  -8.85736212e-01 -1.00648564e+00]
 [-4.19851655e+01  3.76810432e+00  1.48416387e+00 ...  5.89838999e-02
  -3.78026070e-01 -1.10112509e-03]
 [-4.67430401e+01  2.47201991e+00  6.02653386e-01 ... -4.93565968e-01
  -1.80665281e-01  1.89089151e-02]]"
919,common_voice_id_19816996.mp3,Siapa yang merusak ini?,"[[-7.04455477e+01 -2.54680583e-07 -5.48109110e-08 ... -7.60512858e-07
  -6.67329281e-07  5.94318872e-07]
 [-7.03441790e+01  2.07190649e-02 -3.29343735e-03 ... -7.61766998e-03
   2.41670118e-02  2.58044974e-02]
 [-2.43693119e+01  4.77511020e+00  1.46765995e+00 ...  3.38673905e-01
   3.95339686e-01  2.88350115e-01]
 ...
 [-3.90487419e+01  5.69865594e+00  2.87565621e+00 ...  1.71385122e-01
  -4.65849631e-01  6.49729503e-01]
 [-3.66063429e+01  5.13772141e+00  2.54495255e+00 ...  2.15775827e-02
   1.12631195e-01  9.50809425e-01]
 [-4.80985478e+01  4.02028573e+00  1.16667654e+00 ... -2.55967012e-02
  -1.10528370e-01  1.20985804e-01]]"
920,common_voice_id_19816997.mp3,"Permisi, tetapi kamu bisa bantu saya?","[[-7.04455504e+01  3.24866228e-06  1.87800737e-06 ... -3.09188383e-07
   4.07103497e-07  1.22326966e-06]
 [-7.04086482e+01  1.76448271e-02  8.42392439e-03 ...  2.50187587e-03
   5.37498530e-03  6.54424007e-03]
 [-4.22826187e+01  4.74762869e+00  8.04736134e-01 ...  2.92825639e-01
   5.47341384e-01  3.28894419e-01]
 ...
 [-2.86728519e+01  6.41092092e+00  2.61718882e+00 ... -4.85860265e-01
  -6.33767842e-01 -7.65050117e-01]
 [-2.34706876e+01  5.06401696e+00  2.04623986e+00 ... -4.91035864e-02
  -2.19838073e-01 -4.16903521e-01]
 [-3.97645197e+01  4.54468666e+00  1.43192465e+00 ... -3.79667635e-02
  -6.81719988e-02 -8.95474759e-02]]"
921,common_voice_id_19816998.mp3,Tahun ajaran baru di Jepang dimulai pada bulan April.,"[[-7.04455526e+01  3.74314198e-07 -7.21387614e-07 ...  6.51977494e-07
   1.80769280e-07  2.26410252e-07]
 [-7.03861410e+01  1.49447350e-02 -3.71955972e-03 ... -2.70778864e-03
   9.72215220e-03 -4.93271408e-03]
 [-3.52931599e+01  4.81908371e+00  1.68906049e+00 ...  4.82082587e-02
  -2.34832196e-01 -3.10323274e-01]
 ...
 [-3.74898864e+01  7.28649877e+00  3.95741902e+00 ...  1.36643442e-01
  -9.49515078e-02 -5.10106235e-01]
 [-2.06129929e+01  5.20765367e+00  2.04316810e+00 ...  2.75291823e-03
  -1.91513528e-01 -1.24832993e-01]
 [-2.50719014e+01  4.32626383e+00  1.11075188e+00 ... -2.52882016e-01
  -2.16546935e-01 -2.73564979e-01]]"
922,common_voice_id_19816999.mp3,Adik perempuan saya pandai menggambar.,"[[-7.04455559e+01  6.01748684e-07  2.37489289e-07 ...  1.25609694e-07
   1.26285174e-07 -3.29732333e-09]
 [-7.04402878e+01  2.64612575e-03  1.34614407e-03 ... -2.58633633e-04
   3.67003017e-04  6.41239017e-04]
 [-5.50287108e+01  3.40710068e+00  1.08011313e+00 ... -5.06473308e-01
  -3.50069141e-01  3.07558624e-01]
 ...
 [-1.37861340e+01  8.66711449e+00  3.75609047e+00 ...  1.39737106e-01
  -1.63847305e-01 -2.60742687e-01]
 [-5.77798981e+00  6.88550782e+00  2.27593782e+00 ...  3.85382445e-01
  -2.75633529e-01 -7.86105436e-01]
 [-1.83692144e+01  5.18773235e+00  1.12772723e+00 ...  6.92074035e-03
  -1.84247202e-01 -1.54282574e-01]]"
923,common_voice_id_19817000.mp3,Jembatan itu dibangun dalam kurun waktu dua tahun.,"[[-7.04452479e+01 -7.51751693e-06 -2.42494029e-05 ...  2.60170015e-06
  -1.09251278e-05  2.02995622e-05]
 [-7.02823591e+01  3.50515285e-02  5.25618458e-02 ... -1.55072634e-02
  -5.81169758e-03  1.04635786e-02]
 [-6.03699435e+01  2.14837025e+00  1.60961060e+00 ... -8.31287253e-01
  -7.22192376e-01 -3.70065067e-01]
 ...
 [-4.16191408e+01  4.25460353e+00  2.55020089e+00 ...  2.30729294e-01
  -2.67935119e-01 -8.29499057e-01]
 [-4.94341933e+01  4.09661281e+00  2.64775938e+00 ...  2.94646938e-01
   2.92868161e-01 -1.65432835e-01]
 [-6.84498849e+01  2.01763467e-02  5.11162225e-01 ...  3.82712257e-02
   7.75030266e-02 -9.24181191e-02]]"
924,common_voice_id_19817001.mp3,Kudanya melompat.,"[[-7.04455119e+01 -8.65990701e-07  1.47257486e-05 ... -7.03009258e-06
   8.55702426e-07 -4.48722440e-06]
 [-7.00768566e+01  1.27114261e-01 -9.53680151e-02 ...  6.90614986e-02
   2.87051875e-02 -5.31767345e-02]
 [-2.17298966e+01  3.74508600e+00  9.48045017e-01 ... -5.65962034e-02
  -1.77231601e-01 -9.02794465e-02]
 ...
 [-1.30074487e+01  1.15071620e+01  4.43016097e+00 ... -3.30501034e-01
   3.11072049e-01  4.72293113e-01]
 [-1.57861637e+01  1.19598684e+01  4.80973058e+00 ... -6.63171805e-01
  -2.45551247e-01  2.69752419e-01]
 [-3.09393536e+01  9.73872872e+00  3.91523950e+00 ... -3.47058309e-01
  -3.43338466e-01  1.53657329e-01]]"
925,common_voice_id_19817002.mp3,Apa yang ingin kamu lakukan selanjutnya?,"[[-7.04455563e+01 -3.18989514e-07  2.86428919e-07 ...  2.69011839e-07
   5.58617156e-08  1.15329823e-08]
 [-7.04376095e+01  5.73509152e-04 -3.00440114e-03 ...  1.34440196e-04
   1.44668953e-03  2.32020926e-04]
 [-4.32382352e+01  6.90757835e+00  2.65808817e+00 ...  1.42948992e-01
  -1.24310994e-01 -5.19517458e-02]
 ...
 [-3.79072881e+01  6.29320126e+00  3.91242210e+00 ...  1.92149577e-01
  -3.59842183e-01  8.63026766e-02]
 [-3.00624768e+01  4.98547588e+00  1.87447339e+00 ...  1.12158620e-01
   1.89284562e-01  9.95459730e-02]
 [-3.62310051e+01  4.05288255e+00  1.13095046e+00 ... -4.55406806e-02
  -7.04395477e-02  9.58166746e-03]]"
